,movie_id,title,year,rating,votes,genres
0,m0,10 Things I Hate About You,1999,6.9,62847.0,['comedy' 'romance']
1,m1,1492: Conquest Of Paradise,1992,6.2,10421.0,['adventure' 'biography' 'drama' 'history']
2,m2,15 Minutes,2001,6.1,25854.0,['action' 'crime' 'drama' 'thriller']
3,m3,2001: A Space Odyssey,1968,8.4,163227.0,['adventure' 'mystery' 'sci-fi']
4,m4,48 Hrs.,1982,6.9,22289.0,['action' 'comedy' 'crime' 'drama' 'thriller']
5,m5,The Fifth Element,1997,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller']
6,m6,8Mm,1999,6.3,48212.0,['crime' 'mystery' 'thriller']
7,m7,A Nightmare On Elm Street 4: The Dream Master,1988,5.2,13590.0,['fantasy' 'horror' 'thriller']
8,m8,A Nightmare On Elm Street: The Dream Child,1989,4.7,11092.0,['fantasy' 'horror' 'thriller']
9,m9,The Atomic Submarine,1959,4.9,513.0,['sci-fi' 'thriller']
10,m10,Affliction,1997,6.9,7252.0,['drama' 'mystery' 'thriller']
11,m11,Air Force One,1997,6.3,61978.0,['action' 'drama' 'thriller']
12,m12,Airplane Ii: The Sequel,1982,5.8,15210.0,['comedy' 'romance' 'sci-fi']
13,m13,Airplane!,1980,7.8,57692.0,['comedy' 'romance']
14,m14,Alien Nation,1988,6.1,5590.0,['crime' 'drama' 'sci-fi' 'thriller']
15,m15,Aliens,1986,8.5,173518.0,['action' 'sci-fi' 'thriller']
16,m16,Amadeus,1984,8.4,99138.0,['biography' 'drama' 'music']
17,m17,An American Werewolf In London,1981,7.5,24443.0,['horror' 'romance']
18,m18,American Madness,1932,7.4,702.0,['drama']
19,m19,American Outlaws,2001,5.7,7425.0,['action' 'western']
20,m20,American Psycho,2000,7.4,101357.0,['drama' 'thriller']
21,m21,Antitrust,2001,6.0,16453.0,['drama' 'thriller']
22,m22,Austin Powers: International Man Of Mystery,1997,7.1,75240.0,['action' 'adventure' 'comedy' 'crime']
23,m23,The Avengers,1998,3.4,21519.0,['action' 'adventure' 'thriller']
24,m24,Bachelor Party,1984,5.9,14050.0,['comedy' 'romance']
25,m25,Backdraft,1991,6.6,28541.0,['action' 'crime' 'drama' 'mystery' 'thriller']
26,m26,Bad Lieutenant,1992,6.9,13908.0,['crime' 'drama']
27,m27,Bamboozled,2000,6.3,5995.0,['comedy' 'drama' 'music']
28,m28,Barry Lyndon,1975,8.1,40622.0,['drama' 'romance' 'war']
29,m29,Basic,2003,6.3,26295.0,['crime' 'drama' 'mystery' 'thriller']
30,m30,Big Fish,2003,8.1,144264.0,['adventure' 'drama' 'fantasy']
31,m31,Birthday Girl,2001,6.0,13497.0,['comedy' 'crime' 'romance' 'thriller']
32,m32,Black Snake Moan,2006,7.1,28509.0,['drama']
33,m33,Black Rain,1989/I,6.4,16249.0,['action' 'crime' 'drama' 'thriller']
34,m34,Blade Runner,1982,8.3,188735.0,['drama' 'sci-fi' 'thriller']
35,m35,Blast From The Past,1999,6.4,23489.0,['comedy' 'drama' 'romance']
36,m36,Blue Velvet,1986,7.8,54576.0,['crime' 'mystery' 'thriller']
37,m37,The Boondock Saints,1999,7.8,87895.0,['action' 'crime' 'drama' 'thriller']
38,m38,Bottle Rocket,1996,7.2,22303.0,['comedy' 'crime']
39,m39,The Bourne Supremacy,2004,7.6,106349.0,['action' 'adventure' 'mystery' 'thriller']
40,m40,Braveheart,1995,8.4,245652.0,['action' 'biography' 'drama' 'history' 'war']
41,m41,The Butterfly Effect,2004,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller']
42,m42,Casablanca,1942,8.8,170874.0,['drama' 'romance' 'war']
43,m43,Cast Away,2000,7.5,104477.0,['adventure' 'drama']
44,m44,The Cider House Rules,1999,7.5,38836.0,['drama' 'romance']
45,m45,Confidence,2003,6.8,17235.0,['crime' 'thriller']
46,m46,Croupier,1998,7.2,9060.0,['crime' 'drama']
47,m47,Dark Star,1974,6.5,8303.0,['comedy' 'sci-fi' 'thriller']
48,m48,Dark Angel,1990,5.3,3452.0,['action' 'crime' 'drama' 'horror' 'sci-fi' 'thriller']
49,m49,Detroit Rock City,1999,6.5,14666.0,['comedy' 'music']
50,m50,Donnie Darko,2001,8.3,215194.0,['drama' 'mystery' 'sci-fi']
51,m51,Drop Dead Gorgeous,1999,6.3,16417.0,['comedy' 'adult']
52,m52,Duck Soup,1933,8.1,27112.0,['comedy' 'musical']
53,m53,The Elephant Man,1980,8.4,59625.0,['biography' 'drama' 'history']
54,m54,Erik The Viking,1989,5.9,5889.0,['comedy' 'adventure' 'fantasy']
55,m55,Eternal Sunshine Of The Spotless Mind,2004,8.5,224838.0,['drama' 'romance' 'sci-fi']
56,m56,Even Cowgirls Get The Blues,1993,4.0,3947.0,['comedy' 'drama' 'romance' 'western']
57,m57,Event Horizon,1997,6.4,45497.0,['horror' 'mystery' 'mystery' 'sci-fi' 'sci-fi']
58,m58,Fantastic Four,2005,5.7,72581.0,['action' 'adventure' 'fantasy' 'sci-fi' 'fantasy']
59,m59,Fast Times At Ridgemont High,1982,7.2,31710.0,['comedy' 'drama' 'romance']
60,m60,Fear And Loathing In Las Vegas,1998,7.6,82748.0,['drama' 'fantasy']
61,m61,Feast,2005,6.4,12248.0,['action' 'comedy' 'horror' 'thriller']
62,m62,Frances,1982,7.2,2756.0,['biography' 'drama']
63,m63,Frankenstein,1931,8.0,23522.0,['drama' 'horror' 'sci-fi']
64,m64,Friday The 13Th,2009,5.6,27499.0,['horror']
65,m65,From Dusk Till Dawn,1996,7.1,81559.0,['action' 'crime' 'horror' 'thriller']
66,m66,G.I. Jane,1997,5.6,24068.0,['action' 'drama']
67,m67,Godzilla,1998,4.9,60310.0,['action' 'horror' 'sci-fi' 'thriller']
68,m68,Galaxy Quest,1999,7.2,53004.0,['action' 'adventure' 'comedy' 'sci-fi']
69,m69,George Washington,2000,7.5,3142.0,['drama']
70,m70,Get Shorty,1995,6.9,33588.0,['comedy' 'crime' 'thriller']
71,m71,Ghost Ship,2002,5.3,26413.0,['horror' 'mystery' 'thriller']
72,m72,Ghost World,2001,7.7,43550.0,['comedy' 'drama']
73,m73,The Ghost And The Darkness,1996,6.6,19954.0,['adventure' 'drama' 'thriller']
74,m74,Ghostbusters Ii,1989,6.1,45450.0,['action' 'adventure' 'comedy' 'fantasy' 'sci-fi' 'action' 'adventure' 'comedy' 'sci-fi']
75,m75,Ghostbusters,1986,6.9,237.0,['animation' 'comedy' 'fantasy' 'sci-fi' 'horror']
76,m76,Gladiator,2000,8.4,286067.0,['action' 'adventure' 'drama']
77,m77,The Graduate,1967,8.2,79677.0,['comedy' 'drama' 'romance']
78,m78,Grand Hotel,1932,7.7,6088.0,['drama' 'romance']
79,m79,The Grifters,1990,7.0,11481.0,['crime' 'drama' 'thriller']
80,m80,Halloween H20: 20 Years Later,1998,5.4,22353.0,['drama' 'horror' 'thriller']
81,m81,Halloween: The Curse Of Michael Myers,1995,4.5,8743.0,['horror' 'thriller']
82,m82,Happy Birthday Wanda June,1971,5.8,144.0,['comedy' 'drama']
83,m83,Hardcore,1979,6.7,2455.0,['drama']
84,m84,Harold And Maude,1971,8.1,28689.0,['comedy' 'romance']
85,m85,Hellbound: Hellraiser Ii,1988,6.2,11273.0,['drama' 'horror' 'thriller']
86,m86,Hellboy,2004,6.8,68619.0,['action' 'adventure' 'fantasy']
87,m87,Hellraiser,1987,7.0,22922.0,['horror']
88,m88,High Fidelity,2000,7.6,70464.0,['comedy' 'drama' 'music' 'romance']
89,m89,Highlander,1986,7.2,41243.0,['action' 'fantasy']
90,m90,His Girl Friday,1940,8.1,20870.0,['comedy' 'drama' 'romance']
91,m91,Hope And Glory,1987,7.4,4965.0,['drama' 'war']
92,m92,House Of 1000 Corpses,2003,5.6,27033.0,['horror']
93,m93,Human Nature,2001,6.3,10017.0,['comedy' 'drama']
94,m94,The Hustler,1961,8.2,25871.0,['drama' 'romance' 'sport']
95,m95,I Am Legend,2007,7.1,156084.0,['drama' 'sci-fi' 'thriller']
96,m96,Invaders From Mars,1953,6.4,2115.0,['horror' 'sci-fi']
97,m97,Independence Day,1996,6.6,151698.0,['action' 'adventure' 'sci-fi' 'thriller']
98,m98,Indiana Jones And The Last Crusade,1989,8.3,174947.0,['action' 'adventure' 'thriller' 'action' 'adventure' 'fantasy']
99,m99,Indiana Jones And The Temple Of Doom,1984,7.5,112054.0,['action' 'adventure']
100,m100,Innerspace,1987,6.5,16854.0,['action' 'adventure' 'comedy' 'crime' 'sci-fi']
101,m101,The Insider,1999,8.0,69660.0,['biography' 'drama' 'thriller']
102,m102,Intolerable Cruelty,2003,6.4,36739.0,['comedy' 'romance' 'crime']
103,m103,It Happened One Night,1934,8.3,25577.0,['comedy' 'romance']
104,m104,Jfk,1991,8.0,60406.0,['biography' 'drama' 'history' 'mystery' 'thriller']
105,m105,Jackie Brown,1997,7.6,85496.0,['crime' 'drama' 'thriller']
106,m106,Jacob'S Ladder,1990/I,7.5,29182.0,['drama' 'mystery' 'thriller']
107,m107,Jason X,2001,4.4,18199.0,['horror' 'sci-fi']
108,m108,Jaws,1975,8.3,140982.0,['thriller']
109,m109,Juno,2007,7.9,152436.0,['comedy' 'drama']
110,m110,Kalifornia,1993,6.7,21830.0,['crime' 'drama' 'thriller']
111,m111,Kids,1995,6.8,26546.0,['crime' 'drama']
112,m112,Knight Moves,1992,5.8,3272.0,['mystery' 'thriller']
113,m113,Krull,1983,5.9,8246.0,['fantasy' 'action' 'adventure' 'sci-fi']
114,m114,Lï¿½On,1994,8.6,204901.0,['crime' 'drama' 'thriller']
115,m115,Labor Of Love,1998,4.5,45.0,[]
116,m116,Leaving Las Vegas,1995,7.6,42919.0,['drama' 'romance']
117,m117,Legally Blonde,2001,6.2,44558.0,['comedy']
118,m118,Legend,1985,6.2,20907.0,['fantasy' 'adventure' 'romance']
119,m119,Life As A House,2001,7.5,19468.0,['drama' 'romance']
120,m120,The Life Of David Gale,2003,7.3,38237.0,['drama' 'crime' 'thriller']
121,m121,Little Nicky,2000,5.0,35489.0,['fantasy' 'comedy' 'romance' 'animation' 'comedy' 'fantasy' 'horror']
122,m122,Logan'S Run,1976,6.7,15152.0,['action' 'sci-fi']
123,m123,Lost Highway,1997,7.6,42998.0,['drama' 'horror' 'mystery' 'thriller']
124,m124,Lost Horizon,1937,7.8,5509.0,['adventure' 'drama' 'fantasy' 'mystery']
125,m125,Men In Black,1997,7.0,121719.0,['action' 'adventure' 'comedy' 'sci-fi']
126,m126,Minority Report,2002,7.7,137009.0,['action' 'crime' 'mystery' 'sci-fi' 'thriller' 'action' 'animation' 'drama' 'mystery' 'sci-fi' 'thriller']
127,m127,Made,2001,6.4,9774.0,['comedy' 'crime' 'drama' 'thriller']
128,m128,Malcolm X,1992,7.7,23317.0,['biography' 'drama' 'history']
129,m129,Man On Fire,2004,7.7,76517.0,['action' 'crime' 'drama' 'thriller']
130,m130,Marty,1955,7.7,6379.0,['drama' 'romance']
131,m131,Mash,1970,7.8,29358.0,['comedy' 'war' 'drama']
132,m132,Meet John Doe,1941,7.7,4841.0,['comedy' 'drama' 'romance']
133,m133,Metro,1997,5.3,9601.0,['action' 'comedy' 'crime' 'drama' 'thriller']
134,m134,Metropolis,1927,8.4,40730.0,['adventure' 'drama' 'sci-fi']
135,m135,Mighty Morphin Power Rangers,1994,8.2,35.0,['action' 'family']
136,m136,Mobsters,1991,5.5,3574.0,['crime' 'drama']
137,m137,Monkeybone,2001,4.5,8258.0,['animation' 'comedy' 'fantasy' 'romance']
138,m138,My Mother Dreams The Satan'S Disciples In New York,1998,6.7,70.0,['short']
139,m139,Mr. Smith Goes To Washington,1939,8.4,33984.0,['drama']
140,m140,Mr. Deeds Goes To Town,1936,8.0,7594.0,['comedy' 'romance']
141,m141,Mumford,1999,6.8,6333.0,['comedy' 'drama']
142,m142,The Mummy,1999,6.9,96736.0,['action' 'adventure' 'fantasy']
143,m143,Mystery Men,1999,5.9,31817.0,['action' 'comedy' 'fantasy']
144,m144,Napoleon,1995,5.5,486.0,['family' 'adventure']
145,m145,Next Friday,2000,5.4,10267.0,['comedy']
146,m146,Nick Of Time,1995,6.2,15945.0,['crime' 'drama' 'thriller']
147,m147,The Night Of The Hunter,1955,8.2,26211.0,['drama' 'film-noir' 'thriller']
148,m148,A Nightmare On Elm Street,1984,7.4,47161.0,['horror']
149,m149,Ninotchka,1939,7.9,6951.0,['comedy' 'romance']
150,m150,Nixon,1995,7.1,13878.0,['biography' 'drama']
151,m151,No Country For Old Men,2007,8.3,202649.0,['crime' 'drama' 'mystery' 'thriller' 'western']
152,m152,Nurse Betty,2000,6.4,20473.0,['comedy' 'crime' 'romance' 'thriller']
153,m153,O Brother Where Art Thou?,2000,7.8,95628.0,['comedy' 'adventure' 'crime' 'music']
154,m154,An Officer And A Gentleman,1982,6.8,16883.0,['drama' 'romance']
155,m155,Panic Room,2002,6.9,69824.0,['thriller']
156,m156,Panther,1995/I,5.9,1129.0,['drama']
157,m157,The Patriot,2000,6.9,79207.0,['action' 'drama' 'war']
158,m158,Pet Sematary,1989,6.3,19851.0,['drama' 'fantasy' 'horror' 'mystery' 'thriller']
159,m159,Pirates Of The Caribbean,2003,7.2,329.0,['adventure' 'fantasy' 'horror']
160,m160,Plastic Man,1999,6.7,29.0,['drama']
161,m161,Platinum Blonde,1931,6.9,1119.0,['comedy' 'romance']
162,m162,Pleasantville,1998,7.5,49669.0,['comedy' 'drama' 'fantasy']
163,m163,Punch-Drunk Love,2002,7.4,50312.0,['comedy' 'drama' 'romance']
164,m164,Quills,2000,7.3,22657.0,['biography' 'drama' 'history' 'romance']
165,m165,Rko 281,1999,7.1,3543.0,['biography' 'drama']
166,m166,Raging Bull,1980,8.4,91851.0,['biography' 'drama' 'sport']
167,m167,Rear Window,1954,8.7,121165.0,['crime' 'mystery' 'romance' 'thriller']
168,m168,Rebel Without A Cause,1955,7.9,27791.0,['drama' 'romance']
169,m169,Reindeer Games,2000,5.5,16951.0,['action' 'crime' 'drama' 'thriller']
170,m170,Reservoir Dogs,1992,8.4,217185.0,['crime' 'mystery' 'thriller']
171,m171,Roughshod,1949,6.9,115.0,['action' 'drama' 'romance' 'western']
172,m172,Scary Movie 2,2001,4.7,44511.0,['comedy']
173,m173,Serial Mom,1994,6.4,11077.0,['comedy' 'thriller']
174,m174,The Seventh Victim,1943,6.9,1596.0,['drama' 'horror' 'thriller']
175,m175,Sex Lies And Videotape,1989,7.1,18505.0,['drama']
176,m176,Shivers,1975,6.5,4940.0,['horror' 'sci-fi']
177,m177,Shock Treatment,1981,5.4,1884.0,['comedy' 'musical']
178,m178,Sideways,2004,7.8,70349.0,['comedy' 'drama' 'romance']
179,m179,Signs,2002,6.9,113119.0,['drama' 'mystery' 'sci-fi' 'thriller']
180,m180,Silverado,1985,7.0,14355.0,['action' 'western']
181,m181,Simone,2010,8.3,9.0,['short' 'drama' 'horror' 'thriller']
182,m182,The Sixth Sense,1999,8.2,244162.0,['drama' 'mystery' 'thriller']
183,m183,Slash,2002,4.2,899.0,['comedy' 'horror' 'thriller']
184,m184,Slither,2006,6.6,26497.0,['comedy' 'horror' 'sci-fi']
185,m185,Smokey And The Bandit,1977,6.6,14147.0,['action' 'comedy' 'crime' 'romance']
186,m186,Smokin' Aces,2006,6.6,58048.0,['action' 'crime' 'drama' 'thriller']
187,m187,Solaris,2002,6.2,33541.0,['drama' 'mystery' 'romance' 'sci-fi']
188,m188,Someone To Watch Over Me,1987,6.1,3909.0,['action' 'crime' 'drama' 'romance' 'thriller']
189,m189,Spider-Man,2002,7.4,169898.0,['action' 'adventure' 'fantasy' 'sci-fi' 'action' 'adventure' 'sci-fi' 'thriller']
190,m190,Stalag 17,1953,8.2,21182.0,['drama' 'war']
191,m191,Star Trek: Generations,1994,6.5,26662.0,['action' 'mystery' 'sci-fi' 'thriller']
192,m192,Star Trek Iii: The Search For Spock,1984,6.5,22466.0,['action' 'adventure' 'sci-fi' 'thriller']
193,m193,Star Trek: The Wrath Of Khan,1982,7.8,36503.0,['action' 'adventure' 'sci-fi' 'thriller']
194,m194,Star Trek Iv: The Voyage Home,1986,7.3,26423.0,['adventure' 'comedy' 'sci-fi']
195,m195,Star Trek: Insurrection,1998,6.3,26728.0,['action' 'adventure' 'sci-fi' 'thriller']
196,m196,Star Trek: First Contact,1996,7.6,45429.0,['action' 'adventure' 'sci-fi' 'thriller']
197,m197,Star Trek Vi: The Undiscovered Country,1991,7.2,23751.0,['action' 'mystery' 'sci-fi' 'thriller']
198,m198,Star Trek: Nemesis,2002,6.4,28682.0,['action' 'sci-fi' 'thriller']
199,m199,Starman,1984,6.9,14204.0,['adventure' 'drama' 'romance' 'sci-fi']
200,m200,Strange Days,1995,7.1,27744.0,['action' 'crime' 'drama' 'fantasy' 'music' 'mystery' 'sci-fi' 'thriller']
201,m201,Suspect Zero,2004,5.8,9914.0,['crime' 'horror' 'sci-fi' 'thriller']
202,m202,Swingers,1996,7.6,32427.0,['comedy' 'drama']
203,m203,The Godfather,1972,9.2,419312.0,['crime' 'drama' 'thriller']
204,m204,The Talented Mr. Ripley,1999,7.2,64055.0,['crime' 'drama' 'thriller']
205,m205,Taxi Driver,1976,8.6,159525.0,['drama' 'thriller']
206,m206,The Rock,1996,7.3,109533.0,['action' 'adventure' 'thriller']
207,m207,The Majestic,2001,6.8,25057.0,['drama' 'romance']
208,m208,The Birds,1963,7.9,53233.0,['horror' 'romance' 'thriller']
209,m209,The Body Snatcher,1945,7.4,2927.0,['drama' 'horror' 'thriller']
210,m210,The Crow: Salvation,2000,4.7,4566.0,['action' 'crime' 'fantasy' 'mystery' 'thriller']
211,m211,The Day The Earth Stood Still,2008,5.5,52489.0,['drama' 'sci-fi' 'thriller']
212,m212,The Lost Boys,1987,7.0,34826.0,['comedy' 'fantasy' 'horror' 'thriller']
213,m213,The Thing,1982,8.2,80904.0,['horror' 'mystery' 'sci-fi' 'thriller']
214,m214,The Time Machine,2002,5.7,32900.0,['sci-fi' 'adventure' 'action']
215,m215,The Jacket,2005,7.1,36581.0,['drama' 'fantasy' 'mystery' 'sci-fi' 'thriller']
216,m216,Thelma & Louise,1991,7.3,44372.0,['crime' 'drama' 'thriller']
217,m217,There'S Something About Mary,1998,7.2,97546.0,['comedy' 'romance']
218,m218,Thirteen Days,2000,7.3,23732.0,['drama' 'history' 'thriller']
219,m219,Thunderheart,1992,6.6,6662.0,['crime' 'mystery' 'thriller' 'western']
220,m220,Top Gun,1986,6.5,81087.0,['action' 'drama' 'romance']
221,m221,Total Recall,1990,7.4,71383.0,['action' 'adventure' 'sci-fi' 'thriller']
222,m222,Tremors,1990,7.1,30553.0,['action' 'comedy' 'horror' 'thriller']
223,m223,True Believer,1989,6.7,1801.0,['drama' 'crime']
224,m224,Twin Peaks: Fire Walk With Me,1992,7.0,21274.0,['drama' 'horror' 'mystery' 'thriller']
225,m225,The Verdict,1982,7.7,10991.0,['drama']
226,m226,The War Of The Worlds,1953,7.1,12239.0,['action' 'horror' 'sci-fi' 'thriller']
227,m227,New Nightmare,1994,6.3,14975.0,['fantasy' 'horror' 'mystery' 'thriller']
228,m228,White Squall,1996,6.4,8465.0,['adventure' 'drama']
229,m229,Wild At Heart,1990,7.2,29388.0,['crime' 'romance' 'thriller']
230,m230,Wonder Boys,2000,7.5,31853.0,['drama' 'comedy']
231,m231,The Woodsman,2004,7.4,16090.0,['drama']
232,m232,The Abyss,1989,7.6,51699.0,['action' 'adventure' 'drama' 'sci-fi' 'thriller']
233,m233,L'Avventura,1960,7.9,6963.0,['drama' 'mystery']
234,m234,Agnes Of God,1985,6.5,3490.0,['drama' 'mystery' 'thriller']
235,m235,A Hard Day'S Night,1964,7.6,15431.0,['comedy' 'music']
236,m236,Alien,1979,8.5,184471.0,['adventure' 'horror' 'sci-fi' 'thriller']
237,m237,Alien Vs. Predator,1993,7.8,116.0,['action' 'adventure' 'sci-fi']
238,m238,All About Eve,1950,8.5,35597.0,['drama']
239,m239,All The President'S Men,1976,8.0,32717.0,['drama' 'history' 'thriller']
240,m240,American Pie,1999,6.9,107961.0,['comedy' 'romance']
241,m241,An American Werewolf In Paris,1997,4.9,10158.0,['horror' 'romance' 'thriller' 'comedy']
242,m242,Anastasia,1997,6.6,16844.0,['animation' 'adventure' 'drama' 'family' 'musical' 'animation' 'family']
243,m243,Annie Hall,1977,8.3,66781.0,['comedy' 'drama' 'romance']
244,m244,The Anniversary Party,2001,6.2,5809.0,['drama' 'comedy']
245,m245,Antz,1998,6.8,37825.0,['animation' 'adventure' 'comedy' 'family']
246,m246,The Apartment,1960,8.4,37301.0,['romance' 'comedy' 'drama']
247,m247,Apocalypse Now,1979,8.6,176465.0,['drama' 'war']
248,m248,Arctic Blue,1993,4.8,464.0,['action' 'thriller']
249,m249,As Good As It Gets,1997,7.8,93201.0,['comedy' 'drama' 'romance']
250,m250,Assassins,1995,6.0,23681.0,['action' 'thriller' 'crime']
251,m251,Asylum,2005,6.1,2395.0,['drama' 'romance' 'thriller']
252,m252,A Walk To Remember,2002,7.1,38751.0,['drama' 'romance']
253,m253,Back To The Future,1985,8.4,207376.0,['adventure' 'family' 'sci-fi']
254,m254,Badlands,1973,7.9,16753.0,['crime' 'drama' 'romance' 'thriller']
255,m255,The Adventures Of Buckaroo Banzai Across The 8Th Dimension,1984,6.0,10046.0,['adventure' 'romance' 'comedy' 'sci-fi']
256,m256,Barton Fink,1991,7.8,33119.0,['drama' 'mystery' 'thriller']
257,m257,Basic Instinct,1992,6.9,57615.0,['mystery' 'romance' 'thriller']
258,m258,Basquiat,1996,6.7,8016.0,['biography' 'drama']
259,m259,Batman Returns,1992,6.9,79770.0,['action' 'crime' 'fantasy' 'thriller' 'animation' 'crime' 'fantasy' 'action' 'thriller']
260,m260,Batman And Robin,1949,6.5,443.0,['action' 'adventure' 'crime' 'drama' 'sci-fi']
261,m261,Batman Forever,1995,5.4,77223.0,['action' 'crime' 'fantasy' 'thriller']
262,m262,Batman,1989,7.6,112731.0,['crime' 'drama' 'thriller' 'action' 'adventure' 'crime']
263,m263,Bean,1997,5.8,27131.0,['comedy' 'family']
264,m264,Beavis And Butt-Head Do America,1996,6.6,23149.0,['animation' 'adventure' 'comedy' 'crime']
265,m265,Beetle Juice,1988,7.3,62164.0,['comedy' 'fantasy']
266,m266,Being There,1979,8.0,25085.0,['drama' 'comedy']
267,m267,Being John Malkovich,1999,7.9,115008.0,['comedy' 'drama' 'fantasy' 'romance']
268,m268,Beloved,1998/I,5.6,4014.0,['drama' 'mystery']
269,m269,The Big Lebowski,1998,8.2,182170.0,['comedy' 'crime' 'mystery']
270,m270,The Black Dahlia,2006,5.6,35706.0,['crime' 'drama' 'history' 'mystery' 'thriller']
271,m271,Blade Ii,2002,6.6,51826.0,['action' 'fantasy' 'horror' 'thriller' 'action' 'adventure' 'horror']
272,m272,Blade,1998,7.0,65885.0,['action' 'adventure' 'fantasy' 'horror' 'thriller']
273,m273,Book Of Shadows: Blair Witch 2,2000,4.1,16285.0,['crime' 'horror' 'mystery' 'thriller']
274,m274,Blood Simple.,1984,7.8,28901.0,['crime' 'drama' 'thriller']
275,m275,Bloodmoon,1997,4.5,269.0,['action' 'thriller']
276,m276,Blow,2001,7.4,71334.0,['biography' 'crime' 'drama']
277,m277,La Battaglia Di Algeri,1966,8.2,14339.0,['drama' 'history' 'war']
278,m278,Body Of Evidence,1993,4.1,6052.0,['drama' 'romance' 'thriller']
279,m279,The Bridges Of Madison County,1995,7.2,22252.0,['drama' 'romance']
280,m280,Bones,2001,4.0,3525.0,['crime' 'horror']
281,m281,Bound,1996,7.5,23772.0,['crime' 'drama' 'thriller']
282,m282,The Bourne Identity,2002,7.7,124918.0,['action' 'adventure' 'mystery' 'thriller']
283,m283,Brazil,1985,8.0,77350.0,['drama' 'fantasy' 'sci-fi']
284,m284,Bringing Out The Dead,1999,6.8,31285.0,['drama' 'thriller']
285,m285,Broadcast News,1987,7.1,10559.0,['comedy' 'drama' 'romance']
286,m286,A Bucket Of Blood,1959,6.8,1892.0,['comedy' 'horror']
287,m287,Buffy The Vampire Slayer,1992,5.3,16206.0,['horror' 'comedy' 'action']
288,m288,Bull Durham,1988,7.0,18941.0,['comedy' 'romance' 'sport']
289,m289,Casino,1995,8.1,111223.0,['biography' 'crime' 'drama']
290,m290,Catwoman,2004,3.2,35065.0,['action' 'crime' 'fantasy']
291,m291,Cellular,2004,6.5,32920.0,['action' 'crime' 'thriller']
292,m292,The Crying Game,1992,7.3,21394.0,['drama' 'thriller']
293,m293,Charade,1963,8.0,22815.0,['comedy' 'mystery' 'romance' 'thriller']
294,m294,Cherry Falls,2000,4.8,5669.0,['horror' 'mystery' 'thriller']
295,m295,Chill Factor,1999,4.9,5381.0,['action' 'adventure' 'comedy' 'thriller']
296,m296,Chinatown,1974,8.5,80698.0,['crime' 'drama' 'mystery' 'thriller']
297,m297,Nuovo Cinema Paradiso,1988,8.5,46801.0,['comedy' 'drama' 'romance']
298,m298,Citizen Kane,1941,8.6,140517.0,['drama' 'mystery']
299,m299,Clerks.,1994,8.0,90972.0,['comedy']
300,m300,Cliffhanger,1993,6.2,34880.0,['action' 'adventure' 'thriller']
301,m301,A Clockwork Orange,1971,8.5,197372.0,['crime' 'drama' 'sci-fi']
302,m302,Collateral,2004,7.8,106866.0,['crime' 'drama' 'thriller']
303,m303,Conspiracy Theory,1997,6.5,36045.0,['action' 'crime' 'mystery' 'romance' 'thriller']
304,m304,Contact,1997,7.4,75043.0,['drama' 'mystery' 'sci-fi' 'thriller']
305,m305,Cool Hand Luke,1967,8.3,46514.0,['crime' 'drama']
306,m306,Copycat,1995,6.5,17335.0,['crime' 'mystery' 'thriller']
307,m307,Crash,2004/I,8.0,174003.0,['crime' 'drama']
308,m308,Crazy Love,2007/I,7.0,944.0,['documentary']
